id,created_date,created_time,machine_name,location,machine_id,pressure
118367,04-01-2025,23:50:00,Wax Injection Machine,AAA floor 2,wm-1,129.08
118368,04-02-2025,00:00:00,Wax Injection Machine,AAA floor 2,wm-1,116.1
118369,04-02-2025,00:10:00,Wax Injection Machine,AAA floor 2,wm-1,206.63
118370,04-02-2025,00:20:00,Wax Injection Machine,AAA floor 2,wm-1,111.75
118371,04-02-2025,00:30:00,Wax Injection Machine,AAA floor 2,wm-1,181.06
118372,04-02-2025,00:40:00,Wax Injection Machine,AAA floor 2,wm-1,203.62
118373,04-02-2025,00:50:00,Wax Injection Machine,AAA floor 2,wm-1,113.57
118374,04-02-2025,01:00:00,Wax Injection Machine,AAA floor 2,wm-1,115.02
118375,04-02-2025,01:10:00,Wax Injection Machine,AAA floor 2,wm-1,214.16
118376,04-02-2025,01:20:00,Wax Injection Machine,AAA floor 2,wm-1,181.94
118377,04-02-2025,01:30:00,Wax Injection Machine,AAA floor 2,wm-1,147.1
118378,04-02-2025,01:40:00,Wax Injection Machine,AAA floor 2,wm-1,139.38
118379,04-02-2025,01:50:00,Wax Injection Machine,AAA floor 2,wm-1,144.98
118380,04-02-2025,02:00:00,Wax Injection Machine,AAA floor 2,wm-1,150.97
118381,04-02-2025,02:10:00,Wax Injection Machine,AAA floor 2,wm-1,106.92
118382,04-02-2025,02:20:00,Wax Injection Machine,AAA floor 2,wm-1,150.6
118383,04-02-2025,02:30:00,Wax Injection Machine,AAA floor 2,wm-1,163.01
118384,04-02-2025,02:40:00,Wax Injection Machine,AAA floor 2,wm-1,140.09
118385,04-02-2025,02:50:00,Wax Injection Machine,AAA floor 2,wm-1,143.28
118386,04-02-2025,03:00:00,Wax Injection Machine,AAA floor 2,wm-1,108.35
118387,04-02-2025,03:10:00,Wax Injection Machine,AAA floor 2,wm-1,124.26
118388,04-02-2025,03:20:00,Wax Injection Machine,AAA floor 2,wm-1,151.71
118389,04-02-2025,03:30:00,Wax Injection Machine,AAA floor 2,wm-1,193.18
118390,04-02-2025,03:40:00,Wax Injection Machine,AAA floor 2,wm-1,177.89
118391,04-02-2025,03:50:00,Wax Injection Machine,AAA floor 2,wm-1,156.69
118392,04-02-2025,04:00:00,Wax Injection Machine,AAA floor 2,wm-1,185.77
118393,04-02-2025,04:10:00,Wax Injection Machine,AAA floor 2,wm-1,179.63
118394,04-02-2025,04:20:00,Wax Injection Machine,AAA floor 2,wm-1,181.51
118395,04-02-2025,04:30:00,Wax Injection Machine,AAA floor 2,wm-1,113.81
118396,04-02-2025,04:40:00,Wax Injection Machine,AAA floor 2,wm-1,123.15
118397,04-02-2025,04:50:00,Wax Injection Machine,AAA floor 2,wm-1,94.91
118398,04-02-2025,05:00:00,Wax Injection Machine,AAA floor 2,wm-1,119.48
118399,04-02-2025,05:10:00,Wax Injection Machine,AAA floor 2,wm-1,110.53
118400,04-02-2025,05:20:00,Wax Injection Machine,AAA floor 2,wm-1,146.45
118401,04-02-2025,05:30:00,Wax Injection Machine,AAA floor 2,wm-1,140
118402,04-02-2025,05:40:00,Wax Injection Machine,AAA floor 2,wm-1,167.45
118403,04-02-2025,05:50:00,Wax Injection Machine,AAA floor 2,wm-1,216.93
118404,04-02-2025,06:00:00,Wax Injection Machine,AAA floor 2,wm-1,122.92
118405,04-02-2025,06:10:00,Wax Injection Machine,AAA floor 2,wm-1,170.61
118406,04-02-2025,06:20:00,Wax Injection Machine,AAA floor 2,wm-1,197.33
118407,04-02-2025,06:30:00,Wax Injection Machine,AAA floor 2,wm-1,97.57
118408,04-02-2025,06:40:00,Wax Injection Machine,AAA floor 2,wm-1,148.01
118409,04-02-2025,06:50:00,Wax Injection Machine,AAA floor 2,wm-1,101.58
118410,04-02-2025,07:00:00,Wax Injection Machine,AAA floor 2,wm-1,124.98
118411,04-02-2025,07:10:00,Wax Injection Machine,AAA floor 2,wm-1,173.89
118412,04-02-2025,07:20:00,Wax Injection Machine,AAA floor 2,wm-1,131.68
118413,04-02-2025,07:30:00,Wax Injection Machine,AAA floor 2,wm-1,162.05
118414,04-02-2025,07:40:00,Wax Injection Machine,AAA floor 2,wm-1,208.11
118415,04-02-2025,07:50:00,Wax Injection Machine,AAA floor 2,wm-1,97.31
118416,04-02-2025,08:00:00,Wax Injection Machine,AAA floor 2,wm-1,114.3
118417,04-02-2025,08:10:00,Wax Injection Machine,AAA floor 2,wm-1,169.42
118418,04-02-2025,08:20:00,Wax Injection Machine,AAA floor 2,wm-1,138.69
118419,04-02-2025,08:30:00,Wax Injection Machine,AAA floor 2,wm-1,106.39
118420,04-02-2025,08:40:00,Wax Injection Machine,AAA floor 2,wm-1,182.1
118421,04-02-2025,08:50:00,Wax Injection Machine,AAA floor 2,wm-1,125.67
118422,04-02-2025,09:00:00,Wax Injection Machine,AAA floor 2,wm-1,205.56
118423,04-02-2025,09:10:00,Wax Injection Machine,AAA floor 2,wm-1,168.48
118424,04-02-2025,09:20:00,Wax Injection Machine,AAA floor 2,wm-1,199.31
118425,04-02-2025,09:30:00,Wax Injection Machine,AAA floor 2,wm-1,202.02
118426,04-02-2025,09:40:00,Wax Injection Machine,AAA floor 2,wm-1,125.49
118427,04-02-2025,09:50:00,Wax Injection Machine,AAA floor 2,wm-1,150.14
118428,04-02-2025,10:00:00,Wax Injection Machine,AAA floor 2,wm-1,135.36
118429,04-02-2025,10:10:00,Wax Injection Machine,AAA floor 2,wm-1,121.5
118430,04-02-2025,10:20:00,Wax Injection Machine,AAA floor 2,wm-1,158.11
118431,04-02-2025,10:30:00,Wax Injection Machine,AAA floor 2,wm-1,129.51
118432,04-02-2025,10:40:00,Wax Injection Machine,AAA floor 2,wm-1,142.91
118433,04-02-2025,10:50:00,Wax Injection Machine,AAA floor 2,wm-1,115.38
118434,04-02-2025,11:00:00,Wax Injection Machine,AAA floor 2,wm-1,161.38
118435,04-02-2025,11:10:00,Wax Injection Machine,AAA floor 2,wm-1,117.89
118436,04-02-2025,11:20:00,Wax Injection Machine,AAA floor 2,wm-1,98.14
118437,04-02-2025,11:30:00,Wax Injection Machine,AAA floor 2,wm-1,211.53
118438,04-02-2025,11:40:00,Wax Injection Machine,AAA floor 2,wm-1,216.94
118439,04-02-2025,11:50:00,Wax Injection Machine,AAA floor 2,wm-1,96.63
118440,04-02-2025,12:00:00,Wax Injection Machine,AAA floor 2,wm-1,99.59
118441,04-02-2025,12:10:00,Wax Injection Machine,AAA floor 2,wm-1,157.84
118442,04-02-2025,12:20:00,Wax Injection Machine,AAA floor 2,wm-1,94.19
118443,04-02-2025,12:30:00,Wax Injection Machine,AAA floor 2,wm-1,209.04
118444,04-02-2025,12:40:00,Wax Injection Machine,AAA floor 2,wm-1,178.4
118445,04-02-2025,12:50:00,Wax Injection Machine,AAA floor 2,wm-1,214.82
118446,04-02-2025,13:00:00,Wax Injection Machine,AAA floor 2,wm-1,158.04
118447,04-02-2025,13:10:00,Wax Injection Machine,AAA floor 2,wm-1,130.8
118448,04-02-2025,13:20:00,Wax Injection Machine,AAA floor 2,wm-1,115.29
118449,04-02-2025,13:30:00,Wax Injection Machine,AAA floor 2,wm-1,186.06
118450,04-02-2025,13:40:00,Wax Injection Machine,AAA floor 2,wm-1,183.94
118451,04-02-2025,13:50:00,Wax Injection Machine,AAA floor 2,wm-1,104.27
118452,04-02-2025,14:00:00,Wax Injection Machine,AAA floor 2,wm-1,113.04
118453,04-02-2025,14:10:00,Wax Injection Machine,AAA floor 2,wm-1,144.99
118454,04-02-2025,14:20:00,Wax Injection Machine,AAA floor 2,wm-1,92.14
118455,04-02-2025,14:30:00,Wax Injection Machine,AAA floor 2,wm-1,151.98
118456,04-02-2025,14:40:00,Wax Injection Machine,AAA floor 2,wm-1,132.98
118457,04-02-2025,14:50:00,Wax Injection Machine,AAA floor 2,wm-1,97.52
118458,04-02-2025,15:00:00,Wax Injection Machine,AAA floor 2,wm-1,212.93
118459,04-02-2025,15:10:00,Wax Injection Machine,AAA floor 2,wm-1,110.95
118460,04-02-2025,15:20:00,Wax Injection Machine,AAA floor 2,wm-1,220.01
118461,04-02-2025,15:30:00,Wax Injection Machine,AAA floor 2,wm-1,100.16
118462,04-02-2025,15:40:00,Wax Injection Machine,AAA floor 2,wm-1,151.78
118463,04-02-2025,15:50:00,Wax Injection Machine,AAA floor 2,wm-1,134.39
118464,04-02-2025,16:00:00,Wax Injection Machine,AAA floor 2,wm-1,142.67
118465,04-02-2025,16:10:00,Wax Injection Machine,AAA floor 2,wm-1,219.32
118466,04-02-2025,16:20:00,Wax Injection Machine,AAA floor 2,wm-1,105.27
118467,04-02-2025,16:30:00,Wax Injection Machine,AAA floor 2,wm-1,136.71
118468,04-02-2025,16:40:00,Wax Injection Machine,AAA floor 2,wm-1,191.29
118469,04-02-2025,16:50:00,Wax Injection Machine,AAA floor 2,wm-1,168.45
118470,04-02-2025,17:00:00,Wax Injection Machine,AAA floor 2,wm-1,220.59
118471,04-02-2025,17:10:00,Wax Injection Machine,AAA floor 2,wm-1,163.44
118472,04-02-2025,17:20:00,Wax Injection Machine,AAA floor 2,wm-1,153.46
118473,04-02-2025,17:30:00,Wax Injection Machine,AAA floor 2,wm-1,96.13
118474,04-02-2025,17:40:00,Wax Injection Machine,AAA floor 2,wm-1,138.37
118475,04-02-2025,17:50:00,Wax Injection Machine,AAA floor 2,wm-1,207.23
118476,04-02-2025,18:00:00,Wax Injection Machine,AAA floor 2,wm-1,184.92
118477,04-02-2025,18:10:00,Wax Injection Machine,AAA floor 2,wm-1,109.64
118478,04-02-2025,18:20:00,Wax Injection Machine,AAA floor 2,wm-1,210.55
118479,04-02-2025,18:30:00,Wax Injection Machine,AAA floor 2,wm-1,164.27
118480,04-02-2025,18:40:00,Wax Injection Machine,AAA floor 2,wm-1,124.9
118481,04-02-2025,18:50:00,Wax Injection Machine,AAA floor 2,wm-1,188.3
118482,04-02-2025,19:00:00,Wax Injection Machine,AAA floor 2,wm-1,122.45
118483,04-02-2025,19:10:00,Wax Injection Machine,AAA floor 2,wm-1,181.68
118484,04-02-2025,19:20:00,Wax Injection Machine,AAA floor 2,wm-1,122.99
118485,04-02-2025,19:30:00,Wax Injection Machine,AAA floor 2,wm-1,197.38
118486,04-02-2025,19:40:00,Wax Injection Machine,AAA floor 2,wm-1,177.92
118487,04-02-2025,19:50:00,Wax Injection Machine,AAA floor 2,wm-1,193.74
118488,04-02-2025,20:00:00,Wax Injection Machine,AAA floor 2,wm-1,155.1
118489,04-02-2025,20:10:00,Wax Injection Machine,AAA floor 2,wm-1,126.68
118490,04-02-2025,20:20:00,Wax Injection Machine,AAA floor 2,wm-1,179.99
118491,04-02-2025,20:30:00,Wax Injection Machine,AAA floor 2,wm-1,97.82
118492,04-02-2025,20:40:00,Wax Injection Machine,AAA floor 2,wm-1,96.99
118493,04-02-2025,20:50:00,Wax Injection Machine,AAA floor 2,wm-1,130.91
118494,04-02-2025,21:00:00,Wax Injection Machine,AAA floor 2,wm-1,180.97
118495,04-02-2025,21:10:00,Wax Injection Machine,AAA floor 2,wm-1,117.56
118496,04-02-2025,21:20:00,Wax Injection Machine,AAA floor 2,wm-1,100.05
118497,04-02-2025,21:30:00,Wax Injection Machine,AAA floor 2,wm-1,112.97
118498,04-02-2025,21:40:00,Wax Injection Machine,AAA floor 2,wm-1,144.16
118499,04-02-2025,21:50:00,Wax Injection Machine,AAA floor 2,wm-1,171.09
118500,04-02-2025,22:00:00,Wax Injection Machine,AAA floor 2,wm-1,95.17
118501,04-02-2025,22:10:00,Wax Injection Machine,AAA floor 2,wm-1,179.27
118502,04-02-2025,22:20:00,Wax Injection Machine,AAA floor 2,wm-1,178.44
118503,04-02-2025,22:30:00,Wax Injection Machine,AAA floor 2,wm-1,220.4
118504,04-02-2025,22:40:00,Wax Injection Machine,AAA floor 2,wm-1,149.42
118505,04-02-2025,22:50:00,Wax Injection Machine,AAA floor 2,wm-1,154.69
118506,04-02-2025,23:00:00,Wax Injection Machine,AAA floor 2,wm-1,101.79
118507,04-02-2025,23:10:00,Wax Injection Machine,AAA floor 2,wm-1,93.64
118508,04-02-2025,23:20:00,Wax Injection Machine,AAA floor 2,wm-1,115.97
118509,04-02-2025,23:30:00,Wax Injection Machine,AAA floor 2,wm-1,99.26
118510,04-02-2025,23:40:00,Wax Injection Machine,AAA floor 2,wm-1,114.84
118511,04-02-2025,23:50:00,Wax Injection Machine,AAA floor 2,wm-1,155.23
118512,04-03-2025,00:00:00,Wax Injection Machine,AAA floor 2,wm-1,138.12
118513,04-03-2025,00:10:00,Wax Injection Machine,AAA floor 2,wm-1,144.26
118514,04-03-2025,00:20:00,Wax Injection Machine,AAA floor 2,wm-1,192.74
118515,04-03-2025,00:30:00,Wax Injection Machine,AAA floor 2,wm-1,132.64
118516,04-03-2025,00:40:00,Wax Injection Machine,AAA floor 2,wm-1,138.07
118517,04-03-2025,00:50:00,Wax Injection Machine,AAA floor 2,wm-1,169.38
118518,04-03-2025,01:00:00,Wax Injection Machine,AAA floor 2,wm-1,105.27
118519,04-03-2025,01:10:00,Wax Injection Machine,AAA floor 2,wm-1,101.84
118520,04-03-2025,01:20:00,Wax Injection Machine,AAA floor 2,wm-1,195.49
118521,04-03-2025,01:30:00,Wax Injection Machine,AAA floor 2,wm-1,125.36
118522,04-03-2025,01:40:00,Wax Injection Machine,AAA floor 2,wm-1,145.15
118523,04-03-2025,01:50:00,Wax Injection Machine,AAA floor 2,wm-1,116.32
118524,04-03-2025,02:00:00,Wax Injection Machine,AAA floor 2,wm-1,91.23
118525,04-03-2025,02:10:00,Wax Injection Machine,AAA floor 2,wm-1,190.28
118526,04-03-2025,02:20:00,Wax Injection Machine,AAA floor 2,wm-1,121.63
118527,04-03-2025,02:30:00,Wax Injection Machine,AAA floor 2,wm-1,214.82
118528,04-03-2025,02:40:00,Wax Injection Machine,AAA floor 2,wm-1,111.79
118529,04-03-2025,02:50:00,Wax Injection Machine,AAA floor 2,wm-1,192.4
118530,04-03-2025,03:00:00,Wax Injection Machine,AAA floor 2,wm-1,196.67
118531,04-03-2025,03:10:00,Wax Injection Machine,AAA floor 2,wm-1,185.85
118532,04-03-2025,03:20:00,Wax Injection Machine,AAA floor 2,wm-1,175.45
118533,04-03-2025,03:30:00,Wax Injection Machine,AAA floor 2,wm-1,180.05
118534,04-03-2025,03:40:00,Wax Injection Machine,AAA floor 2,wm-1,105.56
118535,04-03-2025,03:50:00,Wax Injection Machine,AAA floor 2,wm-1,173.21
118536,04-03-2025,04:00:00,Wax Injection Machine,AAA floor 2,wm-1,162.49
118537,04-03-2025,04:10:00,Wax Injection Machine,AAA floor 2,wm-1,178.12
118538,04-03-2025,04:20:00,Wax Injection Machine,AAA floor 2,wm-1,117.44
118539,04-03-2025,04:30:00,Wax Injection Machine,AAA floor 2,wm-1,160.63
118540,04-03-2025,04:40:00,Wax Injection Machine,AAA floor 2,wm-1,92.94
118541,04-03-2025,04:50:00,Wax Injection Machine,AAA floor 2,wm-1,217.44
118542,04-03-2025,05:00:00,Wax Injection Machine,AAA floor 2,wm-1,94.24
118543,04-03-2025,05:10:00,Wax Injection Machine,AAA floor 2,wm-1,204.17
118544,04-03-2025,05:20:00,Wax Injection Machine,AAA floor 2,wm-1,99.93
118545,04-03-2025,05:30:00,Wax Injection Machine,AAA floor 2,wm-1,164.05
118546,04-03-2025,05:40:00,Wax Injection Machine,AAA floor 2,wm-1,183.23
118547,04-03-2025,05:50:00,Wax Injection Machine,AAA floor 2,wm-1,172.75
