id,name,numericId,value,timestamp,quantity
72,Simulation Examples._Statistics._TxBytes,0,0,05:12.4,192
73,opc_ua_test._Statistics._SuccessfulReads,0,0,05:12.4,192
74,Simulation Examples._System._EnableDiagnostics,0,1,05:12.4,192
75,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:12.4,192
76,Simulation Examples.Functions._System._DeviceId,0,4,05:12.9,192
77,Simulation Examples._Statistics._TxBytes,0,0,05:12.9,192
78,opc_ua_test._Statistics._SuccessfulReads,0,0,05:12.9,192
79,Simulation Examples._System._EnableDiagnostics,0,1,05:12.9,192
80,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:12.9,192
81,Simulation Examples.Functions._System._DeviceId,0,4,05:13.4,192
82,Simulation Examples._Statistics._TxBytes,0,0,05:13.4,192
83,opc_ua_test._Statistics._SuccessfulReads,0,0,05:13.4,192
84,Simulation Examples._System._EnableDiagnostics,0,1,05:13.4,192
85,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:13.4,192
86,Simulation Examples.Functions._System._DeviceId,0,4,05:14.0,192
87,Simulation Examples._Statistics._TxBytes,0,0,05:14.0,192
88,opc_ua_test._Statistics._SuccessfulReads,0,0,05:14.0,192
89,Simulation Examples._System._EnableDiagnostics,0,1,05:14.0,192
90,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:14.0,192
91,Simulation Examples.Functions._System._DeviceId,0,4,05:14.5,192
92,Simulation Examples._Statistics._TxBytes,0,0,05:14.5,192
93,opc_ua_test._Statistics._SuccessfulReads,0,0,05:14.5,192
94,Simulation Examples._System._EnableDiagnostics,0,1,05:14.5,192
95,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:14.5,192
96,Simulation Examples.Functions._System._DeviceId,0,4,05:15.0,192
97,Simulation Examples._Statistics._TxBytes,0,0,05:15.0,192
98,opc_ua_test._Statistics._SuccessfulReads,0,0,05:15.0,192
99,Simulation Examples._System._EnableDiagnostics,0,1,05:15.0,192
100,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:15.0,192
101,Simulation Examples.Functions._System._DeviceId,0,4,05:15.5,192
102,Simulation Examples._Statistics._TxBytes,0,0,05:15.5,192
103,opc_ua_test._Statistics._SuccessfulReads,0,0,05:15.5,192
104,Simulation Examples._System._EnableDiagnostics,0,1,05:15.5,192
105,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:15.5,192
106,Simulation Examples.Functions._System._DeviceId,0,4,05:16.0,192
107,Simulation Examples._Statistics._TxBytes,0,0,05:16.0,192
108,opc_ua_test._Statistics._SuccessfulReads,0,0,05:16.0,192
109,Simulation Examples._System._EnableDiagnostics,0,1,05:16.0,192
110,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:16.0,192
111,Simulation Examples.Functions._System._DeviceId,0,4,05:16.5,192
112,Simulation Examples._Statistics._TxBytes,0,0,05:16.5,192
113,opc_ua_test._Statistics._SuccessfulReads,0,0,05:16.5,192
114,Simulation Examples._System._EnableDiagnostics,0,1,05:16.5,192
115,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:16.5,192
116,Simulation Examples.Functions._System._DeviceId,0,4,05:17.0,192
117,Simulation Examples._Statistics._TxBytes,0,0,05:17.0,192
118,opc_ua_test._Statistics._SuccessfulReads,0,0,05:17.0,192
119,Simulation Examples._System._EnableDiagnostics,0,1,05:17.0,192
120,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:17.0,192
121,Simulation Examples.Functions._System._DeviceId,0,4,05:17.5,192
122,Simulation Examples._Statistics._TxBytes,0,0,05:17.5,192
123,opc_ua_test._Statistics._SuccessfulReads,0,0,05:17.5,192
124,Simulation Examples._System._EnableDiagnostics,0,1,05:17.5,192
125,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:17.5,192
126,Simulation Examples.Functions._System._DeviceId,0,4,16-04-2025 18:05,192
127,Simulation Examples._Statistics._TxBytes,0,0,16-04-2025 18:05,192
128,opc_ua_test._Statistics._SuccessfulReads,0,0,16-04-2025 18:05,192
129,Simulation Examples._System._EnableDiagnostics,0,1,16-04-2025 18:05,192
130,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,16-04-2025 18:05,192
131,Simulation Examples.Functions._System._DeviceId,0,4,05:18.5,192
132,Simulation Examples._Statistics._TxBytes,0,0,05:18.5,192
133,opc_ua_test._Statistics._SuccessfulReads,0,0,05:18.5,192
134,Simulation Examples._System._EnableDiagnostics,0,1,05:18.5,192
135,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:18.5,192
136,Simulation Examples.Functions._System._DeviceId,0,4,05:19.0,192
137,Simulation Examples._Statistics._TxBytes,0,0,05:19.0,192
138,opc_ua_test._Statistics._SuccessfulReads,0,0,05:19.0,192
139,Simulation Examples._System._EnableDiagnostics,0,1,05:19.0,192
140,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:19.0,192
141,Simulation Examples.Functions._System._DeviceId,0,4,05:19.5,192
142,Simulation Examples._Statistics._TxBytes,0,0,05:19.5,192
143,opc_ua_test._Statistics._SuccessfulReads,0,0,05:19.5,192
144,Simulation Examples._System._EnableDiagnostics,0,1,05:19.5,192
145,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:19.5,192
146,Simulation Examples.Functions._System._DeviceId,0,4,05:20.0,192
147,Simulation Examples._Statistics._TxBytes,0,0,05:20.0,192
148,opc_ua_test._Statistics._SuccessfulReads,0,0,05:20.0,192
149,Simulation Examples._System._EnableDiagnostics,0,1,05:20.0,192
150,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:20.0,192
151,Simulation Examples.Functions._System._DeviceId,0,4,05:20.5,192
152,Simulation Examples._Statistics._TxBytes,0,0,05:20.5,192
153,opc_ua_test._Statistics._SuccessfulReads,0,0,05:20.5,192
154,Simulation Examples._System._EnableDiagnostics,0,1,05:20.5,192
155,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:20.5,192
156,Simulation Examples.Functions._System._DeviceId,0,4,05:21.0,192
157,Simulation Examples._Statistics._TxBytes,0,0,05:21.0,192
158,opc_ua_test._Statistics._SuccessfulReads,0,0,05:21.0,192
159,Simulation Examples._System._EnableDiagnostics,0,1,05:21.0,192
160,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:21.0,192
161,Simulation Examples.Functions._System._DeviceId,0,4,05:21.5,192
162,Simulation Examples._Statistics._TxBytes,0,0,05:21.5,192
163,opc_ua_test._Statistics._SuccessfulReads,0,0,05:21.5,192
164,Simulation Examples._System._EnableDiagnostics,0,1,05:21.5,192
165,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:21.5,192
166,Simulation Examples.Functions._System._DeviceId,0,4,05:22.0,192
167,Simulation Examples._Statistics._TxBytes,0,0,05:22.0,192
168,opc_ua_test._Statistics._SuccessfulReads,0,0,05:22.0,192
169,Simulation Examples._System._EnableDiagnostics,0,1,05:22.0,192
170,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:22.0,192
171,Simulation Examples.Functions._System._DeviceId,0,4,05:22.6,192
172,Simulation Examples._Statistics._TxBytes,0,0,05:22.6,192
173,opc_ua_test._Statistics._SuccessfulReads,0,0,05:22.6,192
174,Simulation Examples._System._EnableDiagnostics,0,1,05:22.6,192
175,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:22.6,192
176,Simulation Examples.Functions._System._DeviceId,0,4,05:23.1,192
177,Simulation Examples._Statistics._TxBytes,0,0,05:23.1,192
178,opc_ua_test._Statistics._SuccessfulReads,0,0,05:23.1,192
179,Simulation Examples._System._EnableDiagnostics,0,1,05:23.1,192
180,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:23.1,192
181,Simulation Examples.Functions._System._DeviceId,0,4,05:23.6,192
182,Simulation Examples._Statistics._TxBytes,0,0,05:23.6,192
183,opc_ua_test._Statistics._SuccessfulReads,0,0,05:23.6,192
184,Simulation Examples._System._EnableDiagnostics,0,1,05:23.6,192
185,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:23.6,192
186,Simulation Examples.Functions._System._DeviceId,0,4,05:24.1,192
187,Simulation Examples._Statistics._TxBytes,0,0,05:24.1,192
188,opc_ua_test._Statistics._SuccessfulReads,0,0,05:24.1,192
189,Simulation Examples._System._EnableDiagnostics,0,1,05:24.1,192
190,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:24.1,192
191,Simulation Examples.Functions._System._DeviceId,0,4,05:24.6,192
192,Simulation Examples._Statistics._TxBytes,0,0,05:24.6,192
193,opc_ua_test._Statistics._SuccessfulReads,0,0,05:24.6,192
194,Simulation Examples._System._EnableDiagnostics,0,1,05:24.6,192
195,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:24.6,192
196,Simulation Examples.Functions._System._DeviceId,0,4,05:25.1,192
197,Simulation Examples._Statistics._TxBytes,0,0,05:25.1,192
198,opc_ua_test._Statistics._SuccessfulReads,0,0,05:25.1,192
199,Simulation Examples._System._EnableDiagnostics,0,1,05:25.1,192
200,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:25.1,192
201,Simulation Examples.Functions._System._DeviceId,0,4,05:25.6,192
202,Simulation Examples._Statistics._TxBytes,0,0,05:25.6,192
203,opc_ua_test._Statistics._SuccessfulReads,0,0,05:25.6,192
204,Simulation Examples._System._EnableDiagnostics,0,1,05:25.6,192
205,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:25.6,192
206,Simulation Examples.Functions._System._DeviceId,0,4,05:26.1,192
207,Simulation Examples._Statistics._TxBytes,0,0,05:26.1,192
208,opc_ua_test._Statistics._SuccessfulReads,0,0,05:26.1,192
209,Simulation Examples._System._EnableDiagnostics,0,1,05:26.1,192
210,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:26.1,192
211,Simulation Examples.Functions._System._DeviceId,0,4,05:26.6,192
212,Simulation Examples._Statistics._TxBytes,0,0,05:26.6,192
213,opc_ua_test._Statistics._SuccessfulReads,0,0,05:26.6,192
214,Simulation Examples._System._EnableDiagnostics,0,1,05:26.6,192
215,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:26.6,192
216,Simulation Examples.Functions._System._DeviceId,0,4,05:27.1,192
217,Simulation Examples._Statistics._TxBytes,0,0,05:27.1,192
218,opc_ua_test._Statistics._SuccessfulReads,0,0,05:27.1,192
219,Simulation Examples._System._EnableDiagnostics,0,1,05:27.1,192
220,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:27.1,192
221,Simulation Examples.Functions._System._DeviceId,0,4,05:27.6,192
222,Simulation Examples._Statistics._TxBytes,0,0,05:27.6,192
223,opc_ua_test._Statistics._SuccessfulReads,0,0,05:27.6,192
224,Simulation Examples._System._EnableDiagnostics,0,1,05:27.6,192
225,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:27.6,192
226,Simulation Examples.Functions._System._DeviceId,0,4,05:28.1,192
227,Simulation Examples._Statistics._TxBytes,0,0,05:28.1,192
228,opc_ua_test._Statistics._SuccessfulReads,0,0,05:28.1,192
229,Simulation Examples._System._EnableDiagnostics,0,1,05:28.1,192
230,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:28.1,192
231,Simulation Examples.Functions._System._DeviceId,0,4,05:28.6,192
232,Simulation Examples._Statistics._TxBytes,0,0,05:28.6,192
233,opc_ua_test._Statistics._SuccessfulReads,0,0,05:28.6,192
234,Simulation Examples._System._EnableDiagnostics,0,1,05:28.6,192
235,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:28.6,192
236,Simulation Examples.Functions._System._DeviceId,0,4,05:29.1,192
237,Simulation Examples._Statistics._TxBytes,0,0,05:29.1,192
238,opc_ua_test._Statistics._SuccessfulReads,0,0,05:29.1,192
239,Simulation Examples._System._EnableDiagnostics,0,1,05:29.1,192
240,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:29.1,192
241,Simulation Examples.Functions._System._DeviceId,0,4,05:29.6,192
242,Simulation Examples._Statistics._TxBytes,0,0,05:29.6,192
243,opc_ua_test._Statistics._SuccessfulReads,0,0,05:29.6,192
244,Simulation Examples._System._EnableDiagnostics,0,1,05:29.6,192
245,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:29.6,192
246,Simulation Examples.Functions._System._DeviceId,0,4,05:30.1,192
247,Simulation Examples._Statistics._TxBytes,0,0,05:30.1,192
248,opc_ua_test._Statistics._SuccessfulReads,0,0,05:30.1,192
249,Simulation Examples._System._EnableDiagnostics,0,1,05:30.1,192
250,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:30.1,192
251,Simulation Examples.Functions._System._DeviceId,0,4,05:30.6,192
252,Simulation Examples._Statistics._TxBytes,0,0,05:30.6,192
253,opc_ua_test._Statistics._SuccessfulReads,0,0,05:30.6,192
254,Simulation Examples._System._EnableDiagnostics,0,1,05:30.6,192
255,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:30.6,192
256,Simulation Examples.Functions._System._DeviceId,0,4,05:31.1,192
257,Simulation Examples._Statistics._TxBytes,0,0,05:31.1,192
258,opc_ua_test._Statistics._SuccessfulReads,0,0,05:31.1,192
259,Simulation Examples._System._EnableDiagnostics,0,1,05:31.1,192
260,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:31.1,192
261,Simulation Examples.Functions._System._DeviceId,0,4,05:31.6,192
262,Simulation Examples._Statistics._TxBytes,0,0,05:31.6,192
263,opc_ua_test._Statistics._SuccessfulReads,0,0,05:31.6,192
264,Simulation Examples._System._EnableDiagnostics,0,1,05:31.6,192
265,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:31.6,192
266,Simulation Examples.Functions._System._DeviceId,0,4,05:32.1,192
267,Simulation Examples._Statistics._TxBytes,0,0,05:32.1,192
268,opc_ua_test._Statistics._SuccessfulReads,0,0,05:32.1,192
269,Simulation Examples._System._EnableDiagnostics,0,1,05:32.1,192
270,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:32.1,192
271,Simulation Examples.Functions._System._DeviceId,0,4,05:32.7,192
272,Simulation Examples._Statistics._TxBytes,0,0,05:32.7,192
273,opc_ua_test._Statistics._SuccessfulReads,0,0,05:32.7,192
274,Simulation Examples._System._EnableDiagnostics,0,1,05:32.7,192
275,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:32.7,192
276,Simulation Examples.Functions._System._DeviceId,0,4,05:33.2,192
277,Simulation Examples._Statistics._TxBytes,0,0,05:33.2,192
278,opc_ua_test._Statistics._SuccessfulReads,0,0,05:33.2,192
279,Simulation Examples._System._EnableDiagnostics,0,1,05:33.2,192
280,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:33.2,192
281,Simulation Examples.Functions._System._DeviceId,0,4,05:33.7,192
282,Simulation Examples._Statistics._TxBytes,0,0,05:33.7,192
283,opc_ua_test._Statistics._SuccessfulReads,0,0,05:33.7,192
284,Simulation Examples._System._EnableDiagnostics,0,1,05:33.7,192
285,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:33.7,192
286,Simulation Examples.Functions._System._DeviceId,0,4,05:34.2,192
287,Simulation Examples._Statistics._TxBytes,0,0,05:34.2,192
288,opc_ua_test._Statistics._SuccessfulReads,0,0,05:34.2,192
289,Simulation Examples._System._EnableDiagnostics,0,1,05:34.2,192
290,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:34.2,192
291,Simulation Examples.Functions._System._DeviceId,0,4,05:34.7,192
292,Simulation Examples._Statistics._TxBytes,0,0,05:34.7,192
293,opc_ua_test._Statistics._SuccessfulReads,0,0,05:34.7,192
294,Simulation Examples._System._EnableDiagnostics,0,1,05:34.7,192
295,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:34.7,192
296,Simulation Examples.Functions._System._DeviceId,0,4,05:35.2,192
297,Simulation Examples._Statistics._TxBytes,0,0,05:35.2,192
298,opc_ua_test._Statistics._SuccessfulReads,0,0,05:35.2,192
299,Simulation Examples._System._EnableDiagnostics,0,1,05:35.2,192
300,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:35.2,192
301,Simulation Examples.Functions._System._DeviceId,0,4,05:35.7,192
302,Simulation Examples._Statistics._TxBytes,0,0,05:35.7,192
303,opc_ua_test._Statistics._SuccessfulReads,0,0,05:35.7,192
304,Simulation Examples._System._EnableDiagnostics,0,1,05:35.7,192
305,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:35.7,192
306,Simulation Examples.Functions._System._DeviceId,0,4,05:36.2,192
307,Simulation Examples._Statistics._TxBytes,0,0,05:36.2,192
308,opc_ua_test._Statistics._SuccessfulReads,0,0,05:36.2,192
309,Simulation Examples._System._EnableDiagnostics,0,1,05:36.2,192
310,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:36.2,192
311,Simulation Examples.Functions._System._DeviceId,0,4,05:36.7,192
312,Simulation Examples._Statistics._TxBytes,0,0,05:36.7,192
313,opc_ua_test._Statistics._SuccessfulReads,0,0,05:36.7,192
314,Simulation Examples._System._EnableDiagnostics,0,1,05:36.7,192
315,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:36.7,192
316,Simulation Examples.Functions._System._DeviceId,0,4,05:37.2,192
317,Simulation Examples._Statistics._TxBytes,0,0,05:37.2,192
318,opc_ua_test._Statistics._SuccessfulReads,0,0,05:37.2,192
319,Simulation Examples._System._EnableDiagnostics,0,1,05:37.2,192
320,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:37.2,192
321,Simulation Examples.Functions._System._DeviceId,0,4,05:37.7,192
322,Simulation Examples._Statistics._TxBytes,0,0,05:37.7,192
323,opc_ua_test._Statistics._SuccessfulReads,0,0,05:37.7,192
324,Simulation Examples._System._EnableDiagnostics,0,1,05:37.7,192
325,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:37.7,192
326,Simulation Examples.Functions._System._DeviceId,0,4,05:38.2,192
327,Simulation Examples._Statistics._TxBytes,0,0,05:38.2,192
328,opc_ua_test._Statistics._SuccessfulReads,0,0,05:38.2,192
329,Simulation Examples._System._EnableDiagnostics,0,1,05:38.2,192
330,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:38.2,192
331,Simulation Examples.Functions._System._DeviceId,0,4,05:38.7,192
332,Simulation Examples._Statistics._TxBytes,0,0,05:38.7,192
333,opc_ua_test._Statistics._SuccessfulReads,0,0,05:38.7,192
334,Simulation Examples._System._EnableDiagnostics,0,1,05:38.7,192
335,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:38.7,192
336,Simulation Examples.Functions._System._DeviceId,0,4,05:39.2,192
337,Simulation Examples._Statistics._TxBytes,0,0,05:39.2,192
338,opc_ua_test._Statistics._SuccessfulReads,0,0,05:39.2,192
339,Simulation Examples._System._EnableDiagnostics,0,1,05:39.2,192
340,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:39.2,192
341,Simulation Examples.Functions._System._DeviceId,0,4,05:39.7,192
342,Simulation Examples._Statistics._TxBytes,0,0,05:39.7,192
343,opc_ua_test._Statistics._SuccessfulReads,0,0,05:39.7,192
344,Simulation Examples._System._EnableDiagnostics,0,1,05:39.7,192
345,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:39.7,192
346,Simulation Examples.Functions._System._DeviceId,0,4,05:40.2,192
347,Simulation Examples._Statistics._TxBytes,0,0,05:40.2,192
348,opc_ua_test._Statistics._SuccessfulReads,0,0,05:40.2,192
349,Simulation Examples._System._EnableDiagnostics,0,1,05:40.2,192
350,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:40.2,192
351,Simulation Examples.Functions._System._DeviceId,0,4,05:40.7,192
352,Simulation Examples._Statistics._TxBytes,0,0,05:40.7,192
353,opc_ua_test._Statistics._SuccessfulReads,0,0,05:40.7,192
354,Simulation Examples._System._EnableDiagnostics,0,1,05:40.7,192
355,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:40.7,192
356,Simulation Examples.Functions._System._DeviceId,0,4,05:41.2,192
357,Simulation Examples._Statistics._TxBytes,0,0,05:41.2,192
358,opc_ua_test._Statistics._SuccessfulReads,0,0,05:41.2,192
359,Simulation Examples._System._EnableDiagnostics,0,1,05:41.2,192
360,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:41.2,192
361,Simulation Examples.Functions._System._DeviceId,0,4,05:41.7,192
362,Simulation Examples._Statistics._TxBytes,0,0,05:41.7,192
363,opc_ua_test._Statistics._SuccessfulReads,0,0,05:41.7,192
364,Simulation Examples._System._EnableDiagnostics,0,1,05:41.7,192
365,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:41.7,192
366,Simulation Examples.Functions._System._DeviceId,0,4,05:42.3,192
367,Simulation Examples._Statistics._TxBytes,0,0,05:42.3,192
368,opc_ua_test._Statistics._SuccessfulReads,0,0,05:42.3,192
369,Simulation Examples._System._EnableDiagnostics,0,1,05:42.3,192
370,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:42.3,192
371,Simulation Examples.Functions._System._DeviceId,0,4,05:42.8,192
372,Simulation Examples._Statistics._TxBytes,0,0,05:42.8,192
373,opc_ua_test._Statistics._SuccessfulReads,0,0,05:42.8,192
374,Simulation Examples._System._EnableDiagnostics,0,1,05:42.8,192
375,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:42.8,192
376,Simulation Examples.Functions._System._DeviceId,0,4,05:43.3,192
377,Simulation Examples._Statistics._TxBytes,0,0,05:43.3,192
378,opc_ua_test._Statistics._SuccessfulReads,0,0,05:43.3,192
379,Simulation Examples._System._EnableDiagnostics,0,1,05:43.3,192
380,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:43.3,192
381,Simulation Examples.Functions._System._DeviceId,0,4,05:43.8,192
382,Simulation Examples._Statistics._TxBytes,0,0,05:43.8,192
383,opc_ua_test._Statistics._SuccessfulReads,0,0,05:43.8,192
384,Simulation Examples._System._EnableDiagnostics,0,1,05:43.8,192
385,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:43.8,192
386,Simulation Examples.Functions._System._DeviceId,0,4,05:44.3,192
387,Simulation Examples._Statistics._TxBytes,0,0,05:44.3,192
388,opc_ua_test._Statistics._SuccessfulReads,0,0,05:44.3,192
389,Simulation Examples._System._EnableDiagnostics,0,1,05:44.3,192
390,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:44.3,192
391,Simulation Examples.Functions._System._DeviceId,0,4,05:44.8,192
392,Simulation Examples._Statistics._TxBytes,0,0,05:44.8,192
393,opc_ua_test._Statistics._SuccessfulReads,0,0,05:44.8,192
394,Simulation Examples._System._EnableDiagnostics,0,1,05:44.8,192
395,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,05:44.8,192
